Order Line;Order ID;Order Date;Ship Date;Ship Mode;Customer ID;Product ID;Sales;Quantity;Discount;Profit
8838;US-2022-132675;24/09/2022;28/09/2022;Standard Class;KF-16285;OFF-LA-10003766;15.75;5;0;7.56
8839;CA-2019-153808;06/04/2019;10/04/2019;Second Class;FH-14275;OFF-AR-10001725;70.95;3;0;18.447
8840;CA-2019-153808;06/04/2019;10/04/2019;Second Class;FH-14275;OFF-BI-10002794;65.568;2;0.2;237.684
8841;CA-2019-153808;06/04/2019;10/04/2019;Second Class;FH-14275;TEC-AC-10004171;299.97;3;0;1.319.868
8842;US-2021-112396;09/02/2021;13/02/2021;Standard Class;JR-16210;TEC-AC-10003628;89.97;3;0;395.868
8843;US-2021-112396;09/02/2021;13/02/2021;Standard Class;JR-16210;TEC-AC-10004761;31.86;2;0;11.151
8844;CA-2019-141173;18/11/2019;20/11/2019;Second Class;JC-16105;OFF-ST-10000885;67.15;5;0;167.875
8845;CA-2022-156664;18/12/2022;23/12/2022;Standard Class;BP-11290;OFF-BI-10004209;7.236;3;0.7;-6.03
8846;CA-2022-156664;18/12/2022;23/12/2022;Standard Class;BP-11290;OFF-FA-10002988;4.824;3;0.2;17.487
8847;CA-2022-156664;18/12/2022;23/12/2022;Standard Class;BP-11290;OFF-PA-10002222;91.36;5;0.2;29.692
8848;CA-2022-156664;18/12/2022;23/12/2022;Standard Class;BP-11290;OFF-AP-10004487;130.112;2;0.2;130.112
8849;CA-2020-140718;02/07/2020;04/07/2020;First Class;FA-14230;TEC-PH-10003505;74.24;1;0.2;8.352
8850;CA-2020-140718;02/07/2020;04/07/2020;First Class;FA-14230;FUR-FU-10000076;159.84;10;0.2;45.954
8851;CA-2020-140718;02/07/2020;04/07/2020;First Class;FA-14230;OFF-BI-10004728;2.892;2;0.7;-23.136
8852;CA-2020-140718;02/07/2020;04/07/2020;First Class;FA-14230;OFF-PA-10002250;9.392;2;0.2;32.872
8853;CA-2019-119977;08/10/2019;13/10/2019;Second Class;DN-13690;OFF-PA-10003823;123.92;4;0;55.764
8854;US-2020-115343;22/09/2020;25/09/2020;First Class;FO-14305;OFF-SU-10000898;55.6;5;0.2;6.255
8855;US-2020-115343;22/09/2020;25/09/2020;First Class;FO-14305;TEC-AC-10003832;617.976;3;0.2;-77.247
8856;CA-2022-163671;24/12/2022;30/12/2022;Standard Class;DP-13105;OFF-BI-10001679;21.312;3;0.2;7.992
8857;CA-2022-135909;13/10/2022;20/10/2022;Standard Class;JW-15220;TEC-AC-10002335;209.94;6;0;398.886
8858;CA-2022-135909;13/10/2022;20/10/2022;Standard Class;JW-15220;TEC-PH-10003187;31.984;2;0.2;-7.996
8859;CA-2022-135909;13/10/2022;20/10/2022;Standard Class;JW-15220;OFF-BI-10003527;5083.96;5;0.2;1.906.485
8860;US-2022-114356;20/08/2022;26/08/2022;Standard Class;TT-21460;TEC-PH-10003171;35.96;1;0.2;3.596
8861;CA-2020-125934;11/09/2020;18/09/2020;Standard Class;SN-20560;OFF-LA-10000414;31.05;3;0;14.904
8862;CA-2020-125934;11/09/2020;18/09/2020;Standard Class;SN-20560;FUR-FU-10002107;8.92;4;0;39.248
8863;CA-2020-125934;11/09/2020;18/09/2020;Standard Class;SN-20560;OFF-BI-10004593;209.6;4;0;96.416
8864;CA-2020-125934;11/09/2020;18/09/2020;Standard Class;SN-20560;OFF-AP-10003860;111.04;4;0;299.808
8865;CA-2020-125934;11/09/2020;18/09/2020;Standard Class;SN-20560;OFF-PA-10000556;38.88;6;0;186.624
8866;CA-2020-158148;20/12/2020;26/12/2020;Standard Class;JM-15865;OFF-AP-10003281;36.27;3;0;10.881
8867;CA-2019-120411;20/09/2019;23/09/2019;First Class;SB-20235;FUR-BO-10004218;493.43;5;0.3;-70.49
8868;CA-2019-120411;20/09/2019;23/09/2019;First Class;SB-20235;TEC-PH-10002185;11.12;2;0.2;3.475
8869;CA-2021-158260;04/11/2021;08/11/2021;Standard Class;CC-12475;TEC-MA-10003176;686.4;2;0.2;77.22
8870;CA-2022-101805;01/12/2022;06/12/2022;Standard Class;SH-19975;OFF-BI-10002003;15.92;5;0.2;5.373
8871;CA-2022-101805;01/12/2022;06/12/2022;Standard Class;SH-19975;FUR-FU-10000023;70.68;12;0;310.992
8872;CA-2022-101805;01/12/2022;06/12/2022;Standard Class;SH-19975;OFF-ST-10002756;541.24;4;0;54.124
8873;US-2019-105137;10/10/2019;10/10/2019;Same Day;RB-19435;TEC-MA-10002694;101.994;2;0.7;-713.958
8874;US-2019-105137;10/10/2019;10/10/2019;Same Day;RB-19435;OFF-BI-10002429;18.264;2;0.7;-133.936
8875;CA-2022-142489;14/11/2022;16/11/2022;Second Class;TC-21295;OFF-BI-10003684;21.99;5;0.8;-32.985
8876;US-2021-141264;13/08/2021;19/08/2021;Standard Class;CT-11995;OFF-SU-10003505;185.376;2;0.2;-34.758
8877;US-2021-141264;13/08/2021;19/08/2021;Standard Class;CT-11995;OFF-AP-10002534;58.924;1;0.8;-1.532.024
8878;CA-2022-126928;17/09/2022;23/09/2022;Standard Class;GZ-14470;TEC-MA-10004626;480;4;0;225.6
8879;CA-2022-126928;17/09/2022;23/09/2022;Standard Class;GZ-14470;OFF-ST-10000615;34.05;3;0;9.534
8880;US-2020-107944;23/03/2020;25/03/2020;First Class;AM-10360;OFF-PA-10000659;192.72;11;0;925.056
8881;US-2020-107944;23/03/2020;25/03/2020;First Class;AM-10360;TEC-AC-10000736;239.97;3;0;863.892
8882;CA-2021-135594;30/06/2021;03/07/2021;Second Class;AH-10120;TEC-AC-10003038;50.12;7;0.2;-0.6265
8883;US-2022-115252;20/10/2022;25/10/2022;Standard Class;MY-18295;TEC-PH-10004071;15.984;2;0.2;13.986
8884;US-2022-115252;20/10/2022;25/10/2022;Standard Class;MY-18295;OFF-PA-10001667;14.352;3;0.2;4.485
8885;CA-2019-107398;25/08/2019;30/08/2019;Standard Class;BS-11590;OFF-BI-10001982;6.528;4;0.7;-45.696
8886;CA-2019-107398;25/08/2019;30/08/2019;Standard Class;BS-11590;OFF-BI-10004141;2.862;3;0.7;-22.896
8887;CA-2019-107398;25/08/2019;30/08/2019;Standard Class;BS-11590;OFF-BI-10002103;20.856;8;0.7;-166.848
8888;CA-2019-169642;27/07/2019;30/07/2019;Second Class;BB-10990;OFF-ST-10002574;276.28;2;0;0
8889;CA-2022-103968;01/12/2022;07/12/2022;Standard Class;ML-17755;FUR-FU-10003394;629.64;9;0;1.070.388
8890;CA-2021-147256;17/10/2021;21/10/2021;Second Class;FC-14245;TEC-PH-10003072;449.97;3;0;2.204.853
8891;CA-2021-147256;17/10/2021;21/10/2021;Second Class;FC-14245;OFF-AP-10003057;1927.59;7;0;7.517.601
8892;CA-2021-162159;16/09/2021;18/09/2021;First Class;CR-12625;FUR-CH-10001146;121.78;2;0;30.445
8893;CA-2020-111038;01/12/2020;06/12/2020;Standard Class;LC-16960;FUR-CH-10003973;2.676.672;9;0.2;2.676.672
8894;CA-2019-124723;05/08/2019;12/08/2019;Standard Class;GZ-14470;FUR-TA-10001307;489.23;2;0.3;41.934
8895;CA-2021-167241;15/08/2021;22/08/2021;Standard Class;BD-11320;FUR-FU-10004071;312.03;3;0;436.842
8896;CA-2021-167241;15/08/2021;22/08/2021;Standard Class;BD-11320;OFF-ST-10001505;17.94;3;0;30.498
8897;CA-2021-167241;15/08/2021;22/08/2021;Standard Class;BD-11320;TEC-PH-10004614;165.6;3;0.2;10.35
8898;CA-2021-167241;15/08/2021;22/08/2021;Standard Class;BD-11320;OFF-PA-10004911;37.52;4;0;180.096
8899;CA-2020-163237;07/08/2020;09/08/2020;Second Class;EM-14095;TEC-PH-10003601;494.97;3;0;148.491
8900;CA-2020-163237;07/08/2020;09/08/2020;Second Class;EM-14095;OFF-LA-10004545;25.06;2;0;117.782
8901;CA-2021-150483;31/05/2021;04/06/2021;Standard Class;BP-11290;FUR-FU-10001379;32.064;3;0.6;-128.256
8902;CA-2021-150483;31/05/2021;04/06/2021;Standard Class;BP-11290;OFF-PA-10001846;18.496;4;0.2;67.048
8903;CA-2021-150483;31/05/2021;04/06/2021;Standard Class;BP-11290;FUR-CH-10000422;191.079;3;0.3;-382.158
8904;CA-2021-150483;31/05/2021;04/06/2021;Standard Class;BP-11290;OFF-PA-10004621;10.368;2;0.2;36.288
8905;US-2021-126431;01/07/2021;01/07/2021;Same Day;SU-20665;OFF-LA-10001474;30.53;1;0;140.438
8906;US-2021-126431;01/07/2021;01/07/2021;Same Day;SU-20665;TEC-AC-10001635;30.84;3;0;6.168
8907;US-2021-126431;01/07/2021;01/07/2021;Same Day;SU-20665;OFF-PA-10001950;75.06;9;0;33.777
8908;CA-2021-139934;18/12/2021;20/12/2021;First Class;AY-10555;TEC-PH-10001552;66.976;7;0.2;66.976
8909;CA-2020-109603;26/01/2020;01/02/2020;Standard Class;EM-13825;OFF-PA-10003790;182.72;8;0;840.512
8910;CA-2022-160661;28/10/2022;01/11/2022;Standard Class;SA-20830;OFF-LA-10002475;21.93;3;0;103.071
8911;CA-2022-102610;04/11/2022;08/11/2022;Standard Class;CA-12265;TEC-AC-10000303;95.976;3;0.2;155.961
8912;CA-2022-102610;04/11/2022;08/11/2022;Standard Class;CA-12265;TEC-PH-10000127;143.928;9;0.2;-323.838
8913;CA-2022-102610;04/11/2022;08/11/2022;Standard Class;CA-12265;OFF-BI-10004364;3.564;2;0.7;-2.97
8914;CA-2022-102610;04/11/2022;08/11/2022;Standard Class;CA-12265;OFF-LA-10002195;4.928;2;0.2;17.248
8915;US-2021-144057;09/05/2021;13/05/2021;Standard Class;CV-12805;OFF-ST-10001490;856.656;6;0.2;107.082
8916;US-2021-144057;09/05/2021;13/05/2021;Standard Class;CV-12805;OFF-BI-10002852;13.184;4;0.8;-204.352
8917;US-2021-144057;09/05/2021;13/05/2021;Standard Class;CV-12805;OFF-AP-10000390;48.784;4;0.8;-1.317.168
8918;US-2021-144057;09/05/2021;13/05/2021;Standard Class;CV-12805;OFF-PA-10004327;76.64;2;0.2;26.824
8919;US-2021-144057;09/05/2021;13/05/2021;Standard Class;CV-12805;OFF-BI-10002353;18.528;6;0.8;-27.792
8920;CA-2019-160276;02/04/2019;08/04/2019;Standard Class;AH-10690;FUR-FU-10003192;177.68;2;0;461.968
8921;CA-2019-132983;28/04/2019;03/05/2019;Standard Class;DS-13180;TEC-AC-10000736;159.98;2;0;575.928
8922;CA-2021-145709;04/10/2021;08/10/2021;Standard Class;AH-10690;TEC-PH-10003095;52.68;3;0.2;19.755
8923;CA-2021-145709;04/10/2021;08/10/2021;Standard Class;AH-10690;FUR-FU-10002885;11.568;3;0.2;26.028
8924;CA-2022-133928;11/06/2022;17/06/2022;Standard Class;ZC-21910;OFF-BI-10001525;4.572;4;0.7;-3.81
8925;CA-2021-168032;30/01/2021;03/02/2021;Standard Class;DF-13135;TEC-PH-10004241;1.439.968;4;0.2;1.439.968
8926;CA-2021-168032;30/01/2021;03/02/2021;Standard Class;DF-13135;OFF-BI-10000546;1.728;3;0.8;-26.784
8927;CA-2021-168032;30/01/2021;03/02/2021;Standard Class;DF-13135;FUR-TA-10004256;626.1;3;0.5;-538.446
8928;CA-2020-143616;27/09/2020;29/09/2020;Second Class;SS-20190;OFF-AR-10002067;99.2;5;0;25.792
8929;US-2020-168704;13/04/2020;17/04/2020;Standard Class;FP-14320;FUR-TA-10000688;609.98;4;0.3;-113.282
8930;US-2020-168704;13/04/2020;17/04/2020;Standard Class;FP-14320;FUR-TA-10002530;211.372;2;0.3;-45.294
8931;US-2020-168704;13/04/2020;17/04/2020;Standard Class;FP-14320;TEC-PH-10001061;239.976;3;0.2;179.982
8932;CA-2022-143252;18/12/2022;24/12/2022;Standard Class;HE-14800;FUR-FU-10001057;99.95;5;0;229.885
8933;CA-2022-143252;18/12/2022;24/12/2022;Standard Class;HE-14800;TEC-AC-10002331;29.34;3;0;108.558
8934;CA-2021-102134;14/03/2021;19/03/2021;Standard Class;SP-20545;FUR-FU-10003724;16.74;2;0;43.524
8935;CA-2022-130036;27/08/2022;27/08/2022;Same Day;BP-11185;OFF-PA-10000528;12.672;3;0.2;3.96
8936;CA-2022-130036;27/08/2022;27/08/2022;Same Day;BP-11185;TEC-AC-10001908;1.119.888;14;0.2;209.979
8937;CA-2020-134117;17/12/2020;19/12/2020;Second Class;PG-18895;OFF-AR-10003903;204.85;5;0;53.261
8938;CA-2020-134117;17/12/2020;19/12/2020;Second Class;PG-18895;TEC-PH-10004908;135.984;2;0.2;16.998
8939;CA-2020-134117;17/12/2020;19/12/2020;Second Class;PG-18895;OFF-AR-10001940;16.4;5;0;7.052
8940;CA-2020-134117;17/12/2020;19/12/2020;Second Class;PG-18895;OFF-BI-10002026;92.96;2;0.2;31.374
8941;CA-2019-130918;22/08/2019;24/08/2019;Second Class;JP-15520;OFF-SU-10003936;7.632;3;0.2;-18.126
8942;CA-2021-159023;03/11/2021;05/11/2021;First Class;NW-18400;OFF-BI-10002813;4.158;7;0.7;-3.465
8943;CA-2021-159023;03/11/2021;05/11/2021;First Class;NW-18400;TEC-MA-10003337;179.991;3;0.7;-2.519.874
8944;CA-2022-111717;10/10/2022;16/10/2022;Standard Class;SW-20245;FUR-CH-10001545;239.358;3;0.3;-478.716
8945;CA-2019-154592;07/12/2019;08/12/2019;First Class;EH-14005;OFF-PA-10000062;164.88;3;0;807.912
8946;CA-2019-128622;15/11/2019;17/11/2019;Second Class;SC-20260;OFF-SU-10001574;10.95;3;0;3.285
8947;CA-2022-148355;24/12/2022;28/12/2022;Standard Class;NC-18535;OFF-PA-10001972;19.44;3;0;93.312
8948;CA-2022-148355;24/12/2022;28/12/2022;Standard Class;NC-18535;OFF-BI-10000201;12.3;5;0;6.15
8949;CA-2019-132913;24/12/2019;26/12/2019;First Class;AS-10090;OFF-AP-10003278;13.97;1;0;36.322
8950;CA-2022-150910;22/12/2022;28/12/2022;Standard Class;JL-15130;FUR-TA-10002903;934.956;6;0.4;-2.493.216
8951;CA-2022-150910;22/12/2022;28/12/2022;Standard Class;JL-15130;TEC-AC-10001013;46.864;2;0.2;76.154
8952;CA-2022-150910;22/12/2022;28/12/2022;Standard Class;JL-15130;OFF-ST-10000918;26.16;3;0.2;1.962
8953;CA-2022-150910;22/12/2022;28/12/2022;Standard Class;JL-15130;OFF-AR-10001419;23.128;7;0.2;2.891
8954;CA-2022-150910;22/12/2022;28/12/2022;Standard Class;JL-15130;OFF-AP-10003266;59.24;5;0.2;16.291
8955;CA-2019-156790;08/08/2019;10/08/2019;Second Class;VG-21790;FUR-BO-10000468;155.456;4;0.2;-77.728
8956;CA-2019-126480;20/09/2019;24/09/2019;Standard Class;HG-14965;OFF-PA-10004610;8.56;2;0;3.852
8957;CA-2022-105620;25/12/2022;28/12/2022;First Class;JH-15430;FUR-FU-10004963;21;3;0.2;5.775
8958;CA-2022-105620;25/12/2022;28/12/2022;First Class;JH-15430;TEC-MA-10004626;120;2;0.5;-7.2
8959;CA-2022-150266;25/11/2022;30/11/2022;Standard Class;RO-19780;TEC-PH-10003437;299.96;5;0.2;37.495
8960;CA-2022-150266;25/11/2022;30/11/2022;Standard Class;RO-19780;OFF-AP-10002867;67.84;5;0.8;-179.776
8961;CA-2022-150266;25/11/2022;30/11/2022;Standard Class;RO-19780;FUR-CH-10002126;853.93;5;0.3;-24.398
8962;CA-2022-150266;25/11/2022;30/11/2022;Standard Class;RO-19780;OFF-AR-10001761;18.688;4;0.2;37.376
8963;CA-2021-157280;05/11/2021;07/11/2021;First Class;LW-17125;FUR-FU-10004665;273.96;2;0;712.296
8964;CA-2021-157280;05/11/2021;07/11/2021;First Class;LW-17125;TEC-AC-10000057;89.97;3;0;188.937
8965;CA-2021-157280;05/11/2021;07/11/2021;First Class;LW-17125;FUR-FU-10003806;756.8;5;0;75.68
8966;CA-2022-106691;06/11/2022;12/11/2022;Standard Class;CC-12370;OFF-BI-10000145;1.248;2;0.8;-19.344
8967;CA-2021-134180;03/11/2021;07/11/2021;Standard Class;JP-16135;TEC-AC-10000892;72;1;0.2;14.4
8968;CA-2021-134180;03/11/2021;07/11/2021;Standard Class;JP-16135;FUR-CH-10004886;470.155;7;0.3;-13.433
8969;CA-2019-166730;30/12/2019;01/01/2020;First Class;DD-13570;OFF-ST-10002554;39.128;1;0.2;-88.038
8970;CA-2022-157469;02/12/2022;07/12/2022;Standard Class;ES-14080;OFF-AR-10001662;19.728;9;0.2;17.262
8971;CA-2022-157469;02/12/2022;07/12/2022;Standard Class;ES-14080;TEC-PH-10004531;151.188;2;0.4;-25.198
8972;CA-2022-122308;24/03/2022;28/03/2022;Standard Class;MV-17485;FUR-CH-10000665;271.764;2;0.1;60.392
8973;US-2019-149034;19/11/2019;21/11/2019;First Class;RD-19900;TEC-AC-10003023;47.496;1;0.2;-11.874
8974;CA-2022-159226;25/04/2022;27/04/2022;Second Class;RL-19615;FUR-BO-10004709;344.981;7;0.15;284.102
8975;CA-2022-156622;23/11/2022;26/11/2022;First Class;JP-15460;OFF-PA-10000477;36.288;7;0.2;127.008
8976;CA-2022-156622;23/11/2022;26/11/2022;First Class;JP-15460;OFF-PA-10002923;78.304;2;0.2;29.364
8977;CA-2022-156622;23/11/2022;26/11/2022;First Class;JP-15460;FUR-TA-10003008;127.785;1;0.3;-310.335
8978;CA-2022-156622;23/11/2022;26/11/2022;First Class;JP-15460;OFF-BI-10003707;6.104;2;0.8;-9.156
8979;CA-2019-119529;03/11/2019;05/11/2019;Second Class;DM-13345;OFF-BI-10000546;5.76;2;0;28.224
8980;CA-2020-150413;19/10/2020;24/10/2020;Second Class;CS-11860;OFF-BI-10000404;1.72;1;0.8;-2.838
8981;CA-2019-108182;06/02/2019;10/02/2019;Second Class;DL-13315;OFF-BI-10001196;8.952;2;0.8;-147.708
8982;CA-2021-110898;06/03/2021;12/03/2021;Standard Class;LC-16870;OFF-AP-10001626;2.334;3;0.8;-63.018
8983;CA-2021-110898;06/03/2021;12/03/2021;Standard Class;LC-16870;OFF-BI-10004656;1.728;4;0.8;-27.648
8984;CA-2021-110898;06/03/2021;12/03/2021;Standard Class;LC-16870;FUR-FU-10003773;159.04;5;0.6;-194.824
8985;CA-2021-110898;06/03/2021;12/03/2021;Standard Class;LC-16870;FUR-TA-10000849;145.98;2;0.5;-992.664
8986;CA-2020-123092;03/12/2020;07/12/2020;Standard Class;JG-15115;FUR-FU-10000222;77.952;3;0.2;126.672
8987;CA-2020-123092;03/12/2020;07/12/2020;Standard Class;JG-15115;OFF-BI-10001718;95.97;5;0.7;-73.577
8988;CA-2020-123092;03/12/2020;07/12/2020;Standard Class;JG-15115;TEC-PH-10001700;105.584;2;0.2;92.386
8989;CA-2020-123092;03/12/2020;07/12/2020;Standard Class;JG-15115;OFF-AR-10004078;9.344;2;0.2;1.168
8990;US-2020-128587;24/12/2020;30/12/2020;Standard Class;HM-14860;FUR-FU-10003026;9.68;2;0;37.752
8991;US-2020-128587;24/12/2020;30/12/2020;Standard Class;HM-14860;TEC-CO-10003763;4899.93;7;0;23.029.671
8992;US-2022-139577;01/10/2022;06/10/2022;Standard Class;TN-21040;TEC-AC-10004708;104.75;5;0;219.975
8993;CA-2022-159100;16/10/2022;21/10/2022;Standard Class;VP-21760;TEC-AC-10003499;18.528;2;0.2;44.004
8994;CA-2022-159100;16/10/2022;21/10/2022;Standard Class;VP-21760;FUR-TA-10001950;1.875.258;7;0.4;-9.688.833
8995;CA-2019-109043;15/08/2019;17/08/2019;First Class;CS-12355;OFF-PA-10000312;91.36;5;0.2;29.692
8996;CA-2019-109043;15/08/2019;17/08/2019;First Class;CS-12355;OFF-AP-10004708;152.24;5;0.2;17.127
8997;US-2022-116491;11/11/2022;13/11/2022;First Class;PG-18820;TEC-PH-10004531;35.184;2;0.2;123.144
8998;CA-2022-122763;20/03/2022;20/03/2022;Same Day;HG-14845;OFF-PA-10000474;56.704;2;0.2;191.376
8999;CA-2022-122763;20/03/2022;20/03/2022;Same Day;HG-14845;OFF-PA-10002377;274.064;7;0.2;102.774
9000;CA-2022-137785;13/05/2022;17/05/2022;Standard Class;MH-18115;FUR-CH-10001482;458.43;5;0.3;-124.431
9001;CA-2019-133389;22/06/2019;22/06/2019;Same Day;TB-21280;OFF-BI-10001553;8.226;3;0.7;-60.324
9002;CA-2019-103807;02/12/2019;09/12/2019;Standard Class;EM-13825;TEC-AC-10000199;5.95;1;0;0.833
9003;CA-2019-103807;02/12/2019;09/12/2019;Standard Class;EM-13825;OFF-PA-10002195;15.24;3;0;71.628
9004;CA-2020-102855;05/04/2020;06/04/2020;Same Day;JF-15415;TEC-AC-10001767;239.94;6;0;263.934
9005;CA-2020-102855;05/04/2020;06/04/2020;Same Day;JF-15415;OFF-AR-10002467;23.84;8;0;64.368
9006;CA-2022-107825;18/11/2022;18/11/2022;Same Day;NB-18655;OFF-ST-10001321;92.52;6;0;249.804
9007;CA-2022-107825;18/11/2022;18/11/2022;Same Day;NB-18655;OFF-ST-10000777;37.76;1;0;105.728
9008;CA-2022-107825;18/11/2022;18/11/2022;Same Day;NB-18655;OFF-LA-10003720;7.38;2;0;34.686
9009;CA-2022-107825;18/11/2022;18/11/2022;Same Day;NB-18655;FUR-FU-10000206;5.82;2;0;27.354
9010;CA-2022-106047;12/07/2022;18/07/2022;Standard Class;CS-11860;OFF-PA-10000791;3.816;1;0.2;11.925
9011;CA-2022-127803;19/05/2022;23/05/2022;Standard Class;ND-18460;OFF-BI-10001787;26.16;4;0;128.184
9012;CA-2020-137071;20/12/2020;21/12/2020;First Class;ED-13885;TEC-AC-10004353;100.8;2;0.2;21.42
9013;CA-2021-121447;21/02/2021;22/02/2021;First Class;EA-14035;FUR-FU-10001861;135.8;7;0;66.542
9014;CA-2022-143084;18/03/2022;22/03/2022;Standard Class;BP-11050;OFF-AR-10002766;13.9;5;0;3.753
9015;CA-2022-143084;18/03/2022;22/03/2022;Standard Class;BP-11050;OFF-EN-10003072;19.4;5;0;9.312
9016;CA-2021-131639;17/12/2021;23/12/2021;Standard Class;NS-18640;OFF-BI-10001636;13.488;2;0.2;43.836
9017;CA-2021-131639;17/12/2021;23/12/2021;Standard Class;NS-18640;OFF-BI-10000948;11.416;1;0.2;38.529
9018;CA-2021-161361;26/03/2021;28/03/2021;Second Class;MV-17485;OFF-PA-10001838;17.64;3;0;86.436
9019;CA-2021-161361;26/03/2021;28/03/2021;Second Class;MV-17485;OFF-BI-10002215;17.04;3;0.2;5.538
9020;CA-2019-100706;16/12/2019;18/12/2019;Second Class;LE-16810;TEC-AC-10001314;99.98;2;0;79.984
9021;CA-2019-100706;16/12/2019;18/12/2019;Second Class;LE-16810;FUR-FU-10002268;29.46;6;0;97.218
9022;CA-2020-129525;15/11/2020;20/11/2020;Standard Class;VP-21760;OFF-BI-10002133;166.92;13;0.7;-116.844
9023;US-2021-141880;22/08/2021;23/08/2021;First Class;TC-21475;FUR-FU-10001979;98.328;3;0.2;98.328
9024;CA-2020-165799;29/06/2020;02/07/2020;First Class;SG-20470;FUR-CH-10001482;117.882;1;0.1;13.098
9025;CA-2021-102127;26/06/2021;02/07/2021;Standard Class;VP-21760;TEC-AC-10002023;20.97;3;0;90.171
9026;CA-2021-102127;26/06/2021;02/07/2021;Standard Class;VP-21760;TEC-AC-10000397;139.96;4;0;97.972
9027;CA-2021-102127;26/06/2021;02/07/2021;Standard Class;VP-21760;FUR-FU-10003976;37.74;3;0;128.316
9028;US-2021-152415;17/09/2021;22/09/2021;Standard Class;PO-18865;FUR-FU-10002597;14.82;3;0;62.244
9029;US-2021-152415;17/09/2021;22/09/2021;Standard Class;PO-18865;FUR-FU-10004864;191.82;3;0;613.824
9030;CA-2019-138198;18/07/2019;23/07/2019;Standard Class;JL-15130;OFF-BI-10002103;13.904;2;0.2;45.188
9031;CA-2022-128041;01/09/2022;01/09/2022;Same Day;RW-19540;OFF-AP-10001005;314.6;4;0;103.818
9032;CA-2022-128041;01/09/2022;01/09/2022;Same Day;RW-19540;FUR-TA-10002607;283.56;4;0;453.696
9033;CA-2022-105823;22/06/2022;26/06/2022;Standard Class;RB-19465;FUR-CH-10000454;487.96;2;0;146.388
9034;CA-2019-152268;02/09/2019;07/09/2019;Standard Class;SC-20095;OFF-BI-10001359;1793.98;2;0;8.431.706
9035;CA-2020-148873;01/10/2020;05/10/2020;Standard Class;EM-13960;OFF-BI-10003196;2.992;4;0.8;-4.488
9036;CA-2020-148873;01/10/2020;05/10/2020;Standard Class;EM-13960;TEC-AC-10003657;108.768;4;0.2;27.192
9037;CA-2020-166492;07/04/2020;10/04/2020;First Class;RP-19390;OFF-PA-10002262;25.92;4;0;124.416
9038;CA-2020-166492;07/04/2020;10/04/2020;First Class;RP-19390;OFF-ST-10002214;22.58;2;0;58.708
9039;CA-2022-157420;21/11/2022;21/11/2022;Same Day;HZ-14950;TEC-PH-10003555;55.176;3;0.2;-124.146
9040;CA-2021-117121;17/12/2021;21/12/2021;Standard Class;AB-10105;OFF-BI-10000545;9892.74;13;0;4946.37
9041;CA-2019-138177;19/09/2019;24/09/2019;Standard Class;ND-18460;FUR-TA-10004607;73.915;1;0.5;-458.273
9042;CA-2019-114335;28/09/2019;03/10/2019;Standard Class;XP-21865;FUR-FU-10000277;337.088;4;0.2;168.544
9043;CA-2020-168760;22/09/2020;26/09/2020;Second Class;MM-18280;OFF-AP-10004532;61.44;3;0;165.888
9044;CA-2021-168830;07/11/2021;13/11/2021;Standard Class;ML-17395;TEC-AC-10003911;479.97;3;0;1.631.898
9045;CA-2022-137463;16/12/2022;20/12/2022;Second Class;KM-16225;OFF-BI-10003196;5.984;2;0.2;2.244
9046;CA-2022-137463;16/12/2022;20/12/2022;Second Class;KM-16225;TEC-AC-10000358;189.95;5;0;45.588
9047;CA-2022-137463;16/12/2022;20/12/2022;Second Class;KM-16225;TEC-AC-10000057;149.95;5;0;314.895
9048;CA-2022-137463;16/12/2022;20/12/2022;Second Class;KM-16225;OFF-AR-10001988;29.95;5;0;86.855
9049;CA-2022-137463;16/12/2022;20/12/2022;Second Class;KM-16225;OFF-LA-10003498;44.4;3;0;22.2
9050;CA-2019-124513;21/09/2019;25/09/2019;Standard Class;SL-20205;OFF-AR-10002956;66.03;3;0;171.678
9051;CA-2020-165554;18/05/2020;22/05/2020;Standard Class;AJ-10780;OFF-PA-10003724;10.86;2;0;53.214
9052;CA-2019-141838;26/03/2019;31/03/2019;Second Class;DK-12835;OFF-AR-10004272;3.36;2;0;0.84
9053;CA-2019-141838;26/03/2019;31/03/2019;Second Class;DK-12835;OFF-BI-10003291;27.936;4;0.2;94.284
9054;CA-2019-141838;26/03/2019;31/03/2019;Second Class;DK-12835;TEC-PH-10004100;28.784;2;0.2;28.784
9055;CA-2022-117009;22/09/2022;28/09/2022;Standard Class;BK-11260;OFF-SU-10001218;21.96;2;0;61.488
9056;CA-2020-128993;12/09/2020;17/09/2020;Second Class;CC-12670;TEC-AC-10004209;21.98;2;0;85.722
9057;CA-2020-160227;02/11/2020;04/11/2020;First Class;ED-13885;FUR-CH-10002073;2.621.322;11;0.1;5.533.902
9058;CA-2020-149097;20/10/2020;24/10/2020;Standard Class;SV-20785;FUR-FU-10003424;74.76;7;0;239.232
9059;CA-2020-149097;20/10/2020;24/10/2020;Standard Class;SV-20785;FUR-TA-10001086;364.776;3;0.2;273.582
9060;CA-2021-132304;14/06/2021;18/06/2021;Standard Class;AR-10825;FUR-TA-10004619;1115.17;7;0;334.551
9061;CA-2020-136420;20/11/2020;21/11/2020;First Class;CS-12250;OFF-BI-10002854;89.696;4;0.2;33.636
9062;CA-2020-136420;20/11/2020;21/11/2020;First Class;CS-12250;OFF-LA-10002762;50.12;4;0;235.564
